title,author,avg_rating,rating_count,num_pages,genres,pub_year,url,log_rating_count,log_num_pages,log_pub_age,genres_txt
Howl’s Moving Castle,Diana Wynne Jones,4.29,416333,329.0,"Fantasy, Young Adult, Fiction",1986.0,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,12.939243101719347,5.799092654460526,3.6888794541139363,Fantasy  Young Adult  Fiction
Oliver Twist,Charles Dickens,3.88,416238,608.0,"Fiction, Classics, Historical Fiction",1838.0,https://www.goodreads.com/book/show/18254.Oliver_Twist,12.93901489350118,6.411818267709897,5.236441962829949,Fiction  Classics  Historical Fiction
A Thousand Boy Kisses,Tillie Cole,4.05,415932,316.0,"Romance, Young Adult, Contemporary",2016.0,https://www.goodreads.com/book/show/25912358-a-thousand-boy-kisses,12.93827946857991,5.75890177387728,2.302585092994046,Romance  Young Adult  Contemporary
The Red Pyramid,Rick Riordan,4.1,415690,528.0,"Fantasy, Mythology, Young Adult",2010.0,https://www.goodreads.com/book/show/7090447-the-red-pyramid,12.93769747477783,6.270988431858299,2.772588722239781,Fantasy  Mythology  Young Adult
Fantastic Beasts and Where to Find Them,Newt Scamander,3.95,412587,128.0,"Fantasy, Fiction, Young Adult",2001.0,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,12.930204795337886,4.859812404361672,3.2188758248682006,Fantasy  Fiction  Young Adult
Cutting for Stone,Abraham Verghese,4.33,412268,560.0,"Fiction, Book Club, Historical Fiction",2009.0,https://www.goodreads.com/book/show/3591262-cutting-for-stone,12.929431327898309,6.329720905522696,2.833213344056216,Fiction  Book Club  Historical Fiction
The Color of Magic,Terry Pratchett,4.0,408716,228.0,"Fantasy, Fiction, Humor",1983.0,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,12.920778263989487,5.43372200355424,3.7612001156935624,Fantasy  Fiction  Humor
A Short History of Nearly Everything,Bill Bryson,4.22,408554,544.0,"Nonfiction, Science, History",2003.0,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,12.920381823142076,6.300785794663244,3.1354942159291497,Nonfiction  Science  History
"Will Grayson, Will Grayson",John Green,3.69,407699,320.0,"Young Adult, Fiction, Contemporary",2010.0,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson,12.918286888807344,5.771441123130016,2.772588722239781,Young Adult  Fiction  Contemporary
The Final Gambit,Jennifer Lynn Barnes,4.11,406938,400.0,"Mystery, Young Adult, Romance",2022.0,https://www.goodreads.com/book/show/58658940-the-final-gambit,12.916418576042153,5.993961427306569,1.3862943611198906,Mystery  Young Adult  Romance
P.S. I Still Love You,Jenny Han,4.01,406270,337.0,"Romance, Young Adult, Contemporary",2015.0,https://www.goodreads.com/book/show/20698530-p-s-i-still-love-you,12.914775703597776,5.823045895483019,2.3978952727983707,Romance  Young Adult  Contemporary
A Darker Shade of Magic,Victoria E. Schwab,4.04,405983,400.0,"Fantasy, Fiction, Young Adult",2015.0,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,12.914069028940325,5.993961427306569,2.3978952727983707,Fantasy  Fiction  Young Adult
City of Heavenly Fire,Cassandra Clare,4.38,405174,725.0,"Fantasy, Young Adult, Romance",2014.0,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,12.91207435152632,6.587550014824796,2.4849066497880004,Fantasy  Young Adult  Romance
Romancing Mister Bridgerton,Julia Quinn,3.88,404882,370.0,"Historical Romance, Historical Fiction, Historical",2002.0,https://www.goodreads.com/book/show/110384.Romancing_Mister_Bridgerton,12.911353415463354,5.916202062607435,3.1780538303479458,Historical Romance  Historical Fiction  Historical
Glass Sword,Victoria Aveyard,3.79,402757,444.0,"Young Adult, Dystopia, Romance",2016.0,https://www.goodreads.com/book/show/23174274-glass-sword,12.906091164280804,6.09807428216624,2.302585092994046,Young Adult  Dystopia  Romance
Brisingr,Christopher Paolini,4.11,401430,748.0,"Fantasy, Young Adult, Fiction",2008.0,https://www.goodreads.com/book/show/2248573.Brisingr,12.90279094205838,6.618738983517219,2.8903717578961645,Fantasy  Young Adult  Fiction
Nineteen Minutes,Jodi Picoult,4.17,401281,440.0,"Fiction, Contemporary, Book Club",2007.0,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,12.902419701025254,6.089044875446846,2.9444389791664403,Fiction  Contemporary  Book Club
Atlas Shrugged,Ayn Rand,3.69,400857,1168.0,"Fiction, Classics, Philosophy",1957.0,https://www.goodreads.com/book/show/662.Atlas_Shrugged,12.90136252886207,7.063903961472068,4.23410650459726,Fiction  Classics  Philosophy
Reckless,Lauren Roberts,4.08,400542,396.0,"Fantasy, Romance, Romantasy",2024.0,https://www.goodreads.com/book/show/183086339-reckless,12.900576405520015,5.983936280687191,0.6931471805599453,Fantasy  Romance  Romantasy
Running with Scissors,Augusten Burroughs,3.77,398762,336.0,"Memoir, Nonfiction, Biography",2002.0,https://www.goodreads.com/book/show/242006.Running_with_Scissors,12.896122534430638,5.820082930352362,3.1780538303479458,Memoir  Nonfiction  Biography
Things Fall Apart,Chinua Achebe,3.74,397721,215.0,"Fiction, Classics, Historical Fiction",1958.0,https://www.goodreads.com/book/show/37781.Things_Fall_Apart,12.893508547744748,5.375278407684165,4.219507705176107,Fiction  Classics  Historical Fiction
Americanah,Chimamanda Ngozi Adichie,4.32,395945,477.0,"Fiction, Book Club, Africa",2013.0,https://www.goodreads.com/book/show/15796700-americanah,12.889033117301889,6.169610732491456,2.5649493574615367,Fiction  Book Club  Africa
Safe Haven,Nicholas Sparks,4.22,395162,353.0,"Romance, Fiction, Chick Lit",2010.0,https://www.goodreads.com/book/show/40603730-safe-haven,12.887053616991116,5.869296913133774,2.772588722239781,Romance  Fiction  Chick Lit
Alice in Wonderland,Jane Carruth,4.03,394985,96.0,"Classics, Fantasy, Fiction",1865.0,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,12.886605600217164,4.574710978503383,5.081404364984463,Classics  Fantasy  Fiction
The Importance of Being Earnest,Oscar Wilde,4.17,393882,89.0,"Classics, Plays, Fiction",1895.0,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,12.883809189865687,4.499809670330265,4.875197323201151,Classics  Plays  Fiction
One Day,David Nicholls,3.87,393006,435.0,"Romance, Fiction, Contemporary",2009.0,https://www.goodreads.com/book/show/6280118-one-day,12.881582702397607,6.077642243349034,2.833213344056216,Romance  Fiction  Contemporary
The Master and Margarita,Mikhail Bulgakov,4.29,392999,372.0,"Fiction, Russia, Fantasy",1967.0,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,12.881564890851399,5.921578419643816,4.07753744390572,Fiction  Russia  Fantasy
And the Mountains Echoed,Khaled Hosseini,4.08,391870,404.0,"Fiction, Historical Fiction, Book Club",2012.0,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,12.878687982980704,6.003887067106539,2.6390573296152584,Fiction  Historical Fiction  Book Club
Cress,Marissa Meyer,4.4,391859,552.0,"Fantasy, Young Adult, Science Fiction",2014.0,https://www.goodreads.com/book/show/13206828-cress,12.878659912124759,6.315358001522335,2.4849066497880004,Fantasy  Young Adult  Science Fiction
The Last Wish,Andrzej Sapkowski,4.14,391574,400.0,"Fantasy, Fiction, Short Stories",1993.0,https://www.goodreads.com/book/show/40603587-the-last-wish,12.877932346946864,5.993961427306569,3.4965075614664802,Fantasy  Fiction  Short Stories
P.S. I Love You,Cecelia Ahern,4.04,391553,501.0,"Romance, Chick Lit, Fiction",2004.0,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,12.877878715935868,6.218600119691729,3.091042453358316,Romance  Chick Lit  Fiction
The Raven Boys,Maggie Stiefvater,4.05,390463,409.0,"Fantasy, Young Adult, Paranormal",2012.0,https://www.goodreads.com/book/show/17675462-the-raven-boys,12.875091054511524,6.016157159698354,2.6390573296152584,Fantasy  Young Adult  Paranormal
My Dark Vanessa,Kate Elizabeth Russell,4.1,388649,373.0,"Fiction, Contemporary, Literary Fiction",2020.0,https://www.goodreads.com/book/show/44890081-my-dark-vanessa,12.870434474658365,5.924255797414532,1.791759469228055,Fiction  Contemporary  Literary Fiction
Goodnight Moon,Margaret Wise Brown,4.32,387218,32.0,"Childrens, Picture Books, Fiction",1947.0,https://www.goodreads.com/book/show/32929.Goodnight_Moon,12.866745703428588,3.4965075614664802,4.3694478524670215,Childrens  Picture Books  Fiction
Winnie-the-Pooh,A.A. Milne,4.38,387075,161.0,"Classics, Childrens, Fiction",1926.0,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,12.866376335160355,5.087596335232384,4.605170185988092,Classics  Childrens  Fiction
The Heir,Kiera Cass,3.63,387028,342.0,"Romance, Young Adult, Dystopia",2015.0,https://www.goodreads.com/book/show/22918050-the-heir,12.866254904604919,5.8377304471659395,2.3978952727983707,Romance  Young Adult  Dystopia
Legendary,Stephanie Garber,4.12,386315,451.0,"Fantasy, Young Adult, Romance",2018.0,https://www.goodreads.com/book/show/36329818-legendary,12.864410966383238,6.113682179832232,2.0794415416798357,Fantasy  Young Adult  Romance
The Virgin Suicides,Jeffrey Eugenides,3.79,385841,250.0,"Fiction, Young Adult, Literary Fiction",1993.0,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,12.863183238225169,5.5254529391317835,3.4965075614664802,Fiction  Young Adult  Literary Fiction
The Poppy War,R.F. Kuang,4.17,384985,545.0,"Fantasy, Fiction, Historical Fiction",2018.0,https://www.goodreads.com/book/show/35068705-the-poppy-war,12.860962248972385,6.302618975744905,2.0794415416798357,Fantasy  Fiction  Historical Fiction
Like Water for Chocolate,Laura Esquivel,3.95,384115,222.0,"Fiction, Magical Realism, Romance",1989.0,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,12.858699869285214,5.407171771460119,3.6109179126442243,Fiction  Magical Realism  Romance
The Hunt for Red October,Tom Clancy,4.12,383533,432.0,"Fiction, Thriller, Military Fiction",1984.0,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,12.857183552965246,6.07073772800249,3.7376696182833684,Fiction  Thriller  Military Fiction
The Name of the Rose,Umberto Eco,4.14,383460,552.0,"Fiction, Historical Fiction, Mystery",1980.0,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,12.856993199702915,6.315358001522335,3.828641396489095,Fiction  Historical Fiction  Mystery
The Ballad of Never After,Stephanie Garber,4.5,381928,416.0,"Fantasy, Young Adult, Romantasy",2022.0,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,12.852990006439537,6.0330862217988015,1.3862943611198906,Fantasy  Young Adult  Romantasy
Snow Flower and the Secret Fan,Lisa See,4.09,381178,288.0,"Historical Fiction, Fiction, Book Club",2005.0,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,12.851024360052694,5.666426688112432,3.044522437723423,Historical Fiction  Fiction  Book Club
Piranesi,Susanna Clarke,4.22,380491,272.0,"Fantasy, Fiction, Mystery",2020.0,https://www.goodreads.com/book/show/50202953-piranesi,12.849220431095702,5.60947179518496,1.791759469228055,Fantasy  Fiction  Mystery
Daughter of Smoke & Bone,Laini Taylor,3.99,380105,418.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,12.848205440172405,6.037870919922137,2.70805020110221,Fantasy  Young Adult  Romance
Corrupt,Penelope Douglas,3.79,377600,516.0,"Dark Romance, Dark, Enemies To Lovers",2015.0,https://www.goodreads.com/book/show/58124274-corrupt,12.841593361555061,6.248042874508429,2.3978952727983707,Dark Romance  Dark  Enemies To Lovers
The Horse and His Boy,C.S. Lewis,3.91,377183,224.0,"Fantasy, Fiction, Young Adult",1954.0,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,12.840488411026296,5.41610040220442,4.276666119016055,Fantasy  Fiction  Young Adult
Scythe,Neal Shusterman,4.32,377081,435.0,"Fantasy, Young Adult, Dystopia",2016.0,https://www.goodreads.com/book/show/28954189-scythe,12.84021794941031,6.077642243349034,2.302585092994046,Fantasy  Young Adult  Dystopia
Shadow Kiss,Richelle Mead,4.33,376386,443.0,"Young Adult, Fantasy, Vampires",2008.0,https://www.goodreads.com/book/show/2802316-shadow-kiss,12.838373148371097,6.095824562432225,2.8903717578961645,Young Adult  Fantasy  Vampires
Dragonfly in Amber,Diana Gabaldon,4.34,374883,947.0,"Historical Fiction, Romance, Fantasy",1992.0,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,12.83437192376579,6.854354502255021,3.5263605246161616,Historical Fiction  Romance  Fantasy
The Amber Spyglass,Philip Pullman,4.1,373988,465.0,"Fantasy, Young Adult, Fiction",2000.0,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,12.831981664199429,6.144185634125646,3.258096538021482,Fantasy  Young Adult  Fiction
Their Eyes Were Watching God,Zora Neale Hurston,3.99,372224,238.0,"Classics, Fiction, Historical Fiction",1937.0,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,12.827253789123752,5.476463551931511,4.48863636973214,Classics  Fiction  Historical Fiction
Ninth House,Leigh Bardugo,4.01,371479,461.0,"Fantasy, Dark Academia, Mystery",2019.0,https://www.goodreads.com/book/show/43263680-ninth-house,12.825250305889945,6.135564891081739,1.9459101490553132,Fantasy  Dark Academia  Mystery
The Hound of the Baskervilles,Arthur Conan Doyle,4.13,371333,256.0,"Mystery, Fiction, Crime",1902.0,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles,12.824857206131782,5.54907608489522,4.820281565605037,Mystery  Fiction  Crime
The Blood of Olympus,Rick Riordan,4.43,371257,516.0,"Fantasy, Mythology, Young Adult",2014.0,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,12.824652517688422,6.248042874508429,2.4849066497880004,Fantasy  Mythology  Young Adult
John Adams,David McCullough,4.08,370956,751.0,"History, Biography, Nonfiction",2001.0,https://www.goodreads.com/book/show/2203.John_Adams,12.823841431907345,6.62273632394984,3.2188758248682006,History  Biography  Nonfiction
The Lucky One,Nicholas Sparks,4.13,370533,326.0,"Romance, Fiction, Chick Lit",2007.0,https://www.goodreads.com/book/show/3063499-the-lucky-one,12.822700487389106,5.7899601708972535,2.9444389791664403,Romance  Fiction  Chick Lit
Golden Son,Pierce Brown,4.48,370309,466.0,"Science Fiction, Fantasy, Fiction",2015.0,https://www.goodreads.com/book/show/18966819-golden-son,12.822095771668048,6.1463292576688975,2.3978952727983707,Science Fiction  Fantasy  Fiction
The Trial,Franz Kafka,3.95,368634,255.0,"Fiction, Philosophy, Literature",1925.0,https://www.goodreads.com/book/show/17690.The_Trial,12.81756227358957,5.545177444479562,4.61512051684126,Fiction  Philosophy  Literature
Mansfield Park,Jane Austen,3.86,368072,488.0,"Fiction, Classics, Historical Fiction",1814.0,https://www.goodreads.com/book/show/45032.Mansfield_Park,12.816036567043644,6.192362489474872,5.356586274672012,Fiction  Classics  Historical Fiction
Storm Front,Jim Butcher,3.97,367925,372.0,"Fantasy, Urban Fantasy, Mystery",2000.0,https://www.goodreads.com/book/show/47212.Storm_Front,12.815637109973853,5.921578419643816,3.258096538021482,Fantasy  Urban Fantasy  Mystery
Babel,R.F. Kuang,4.16,367524,544.0,"Fantasy, Historical Fiction, Dark Academia",2022.0,https://www.goodreads.com/book/show/57945316-babel,12.814546622532166,6.300785794663244,1.3862943611198906,Fantasy  Historical Fiction  Dark Academia
Assassin's Apprentice,Robin Hobb,4.19,367421,435.0,"Fantasy, Fiction, High Fantasy",1995.0,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,12.814266330209934,6.077642243349034,3.4339872044851463,Fantasy  Fiction  High Fantasy
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,4.07,366922,204.0,"Fiction, Classics, Humor",1971.0,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,12.81290729575936,5.3230099791384085,4.007333185232471,Fiction  Classics  Humor
Frostbite,Richelle Mead,4.25,366883,327.0,"Young Adult, Fantasy, Vampires",2008.0,https://www.goodreads.com/book/show/2282133.Frostbite,12.812801000779789,5.793013608384144,2.8903717578961645,Young Adult  Fantasy  Vampires
Winter Garden,Kristin Hannah,4.28,366016,394.0,"Historical Fiction, Fiction, Book Club",2010.0,https://www.goodreads.com/book/show/6668467-winter-garden,12.810435059392256,5.978885764901122,2.772588722239781,Historical Fiction  Fiction  Book Club
"I, Robot",Isaac Asimov,4.21,365994,224.0,"Science Fiction, Fiction, Classics",1950.0,https://www.goodreads.com/book/show/41804.I_Robot,12.810374951088003,5.41610040220442,4.330733340286331,Science Fiction  Fiction  Classics
The Prince,Niccolò Machiavelli,3.84,365774,144.0,"Philosophy, Classics, Nonfiction",1513.0,https://www.goodreads.com/book/show/28862.The_Prince,12.809773669246363,4.976733742420574,6.240275845170769,Philosophy  Classics  Nonfiction
Peter Pan,J.M. Barrie,4.03,363551,155.0,"Classics, Fantasy, Fiction",1911.0,https://www.goodreads.com/book/show/34268.Peter_Pan,12.803677619369632,5.049856007249537,4.74493212836325,Classics  Fantasy  Fiction
Think and Grow Rich,Napoleon Hill,4.17,363411,233.0,"Self Help, Business, Nonfiction",1937.0,https://www.goodreads.com/book/show/30186948-think-and-grow-rich,12.803292455862962,5.455321115357702,4.48863636973214,Self Help  Business  Nonfiction
The Brothers Karamazov,Fyodor Dostoevsky,4.38,362378,796.0,"Fiction, Russia, Classics",1880.0,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,12.8004459044521,6.680854678790215,4.983606621708336,Fiction  Russia  Classics
If We Were Villains,M.L. Rio,4.12,362310,354.0,"Dark Academia, Mystery, Fiction",2017.0,https://www.goodreads.com/book/show/30319086-if-we-were-villains,12.800258238001067,5.872117789475416,2.1972245773362196,Dark Academia  Mystery  Fiction
White Oleander,Janet Fitch,4.0,361700,446.0,"Fiction, Coming Of Age, Contemporary",1999.0,https://www.goodreads.com/book/show/32234.White_Oleander,12.798573182658513,6.102558594613569,3.295836866004329,Fiction  Coming Of Age  Contemporary
Reflected in You,Sylvia Day,4.3,361010,338.0,"Romance, Contemporary Romance, Contemporary",2012.0,https://www.goodreads.com/book/show/13596809-reflected-in-you,12.796663707764916,5.82600010738045,2.6390573296152584,Romance  Contemporary Romance  Contemporary
The Lorax,Dr. Seuss,4.35,360561,72.0,"Childrens, Picture Books, Fiction",1971.0,https://www.goodreads.com/book/show/7784.The_Lorax,12.795419204276149,4.290459441148391,4.007333185232471,Childrens  Picture Books  Fiction
After,Anna Todd,3.72,360380,582.0,"Romance, New Adult, Contemporary",2014.0,https://www.goodreads.com/book/show/22557520-after,12.794917084125727,6.368187186350492,2.4849066497880004,Romance  New Adult  Contemporary
On Earth We're Briefly Gorgeous,Ocean Vuong,4.03,359260,246.0,"Fiction, Poetry, LGBT",2019.0,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,12.791804422818368,5.5093883366279774,1.9459101490553132,Fiction  Poetry  LGBT
The Thorn Birds,Colleen McCullough,4.25,359168,692.0,"Fiction, Historical Fiction, Romance",1977.0,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,12.79154830879055,6.541029999189903,3.8918202981106265,Fiction  Historical Fiction  Romance
Maus I: Un Survivant Raconte: Mon Père Saigne L'histoire,Art Spiegelman,4.39,359150,159.0,"Graphic Novels, Comics, History",1986.0,https://www.goodreads.com/book/show/40490167-maus-i,12.791498191851014,5.075173815233827,3.6888794541139363,Graphic Novels  Comics  History
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,358427,349.0,"Nonfiction, Book Club, Memoir",2006.0,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,12.789483082031314,5.857933154483459,2.995732273553991,Nonfiction  Book Club  Memoir
Madame Bovary,Gustave Flaubert,3.71,357862,329.0,"Classics, Fiction, France",1856.0,https://www.goodreads.com/book/show/2175.Madame_Bovary,12.787905510577316,5.799092654460526,5.135798437050262,Classics  Fiction  France
The Last Lecture,Randy Pausch,4.26,357249,217.0,"Nonfiction, Memoir, Biography",2008.0,https://www.goodreads.com/book/show/40611510-the-last-lecture,12.786191095792114,5.384495062789089,2.8903717578961645,Nonfiction  Memoir  Biography
Red Dragon,Thomas Harris,4.07,356777,454.0,"Horror, Fiction, Thriller",1981.0,https://www.goodreads.com/book/show/28877.Red_Dragon,12.78486901859416,6.12029741895095,3.8066624897703196,Horror  Fiction  Thriller
The Haunting of Hill House,Shirley Jackson,3.82,355203,182.0,"Fiction, Gothic, Mystery",1959.0,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,12.780447551298005,5.209486152841421,4.204692619390966,Fiction  Gothic  Mystery
She’s Come Undone,Wally Lamb,3.91,354948,465.0,"Fiction, Contemporary, Book Club",1992.0,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,12.779729396165353,6.144185634125646,3.5263605246161616,Fiction  Contemporary  Book Club
Before I Go to Sleep,S.J. Watson,3.9,354863,359.0,"Thriller, Fiction, Mystery",2011.0,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep,12.779489896464991,5.886104031450156,2.70805020110221,Thriller  Fiction  Mystery
Redeeming Love,Francine Rivers,4.51,353868,479.0,"Romance, Christian, Christian Fiction",1991.0,https://www.goodreads.com/book/show/11422.Redeeming_Love,12.776682067130935,6.173786103901937,3.5553480614894135,Romance  Christian  Christian Fiction
Still Alice,Lisa Genova,4.32,353477,292.0,"Fiction, Book Club, Contemporary",2007.0,https://www.goodreads.com/book/show/2153405.Still_Alice,12.77557652758719,5.680172609017068,2.9444389791664403,Fiction  Book Club  Contemporary
War and Peace,Leo Tolstoy,4.17,352976,1392.0,"Classics, Fiction, Historical Fiction",1869.0,https://www.goodreads.com/book/show/656.War_and_Peace,12.774158177985337,7.239214973779806,5.056245805348308,Classics  Fiction  Historical Fiction
Two Twisted Crowns,Rachel Gillig,4.41,350970,437.0,"Fantasy, Romance, Romantasy",2023.0,https://www.goodreads.com/book/show/63910262-two-twisted-crowns,12.768458877952073,6.082218910376446,1.0986122886681098,Fantasy  Romance  Romantasy
I'll Give You the Sun,Jandy Nelson,4.15,350616,371.0,"Young Adult, Contemporary, Romance",2014.0,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,12.767449738599513,5.918893854273146,2.4849066497880004,Young Adult  Contemporary  Romance
The Sun Is Also a Star,Nicola Yoon,3.96,349765,344.0,"Romance, Young Adult, Contemporary",2016.0,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star,12.765019638443484,5.84354441703136,2.302585092994046,Romance  Young Adult  Contemporary
Neuromancer,William Gibson,3.89,349427,288.0,"Science Fiction, Fiction, Cyberpunk",1984.0,https://www.goodreads.com/book/show/6088007-neuromancer,12.764052810849629,5.666426688112432,3.7376696182833684,Science Fiction  Fiction  Cyberpunk
I Am Number Four,Pittacus Lore,3.94,348404,440.0,"Young Adult, Fantasy, Science Fiction",2010.0,https://www.goodreads.com/book/show/7747374-i-am-number-four,12.761120875177827,6.089044875446846,2.772588722239781,Young Adult  Fantasy  Science Fiction
Kiss the Girls,James Patterson,4.0,348000,481.0,"Mystery, Fiction, Thriller",1995.0,https://www.goodreads.com/book/show/13148.Kiss_the_Girls,12.759960632315702,6.1779441140506,3.4339872044851463,Mystery  Fiction  Thriller
Dark Lover,J.R. Ward,4.16,346680,393.0,"Paranormal, Vampires, Paranormal Romance",2005.0,https://www.goodreads.com/book/show/42899.Dark_Lover,12.756160327748564,5.976350909297934,3.044522437723423,Paranormal  Vampires  Paranormal Romance
The Green Mile,Stephen King,4.49,346063,592.0,"Horror, Fiction, Fantasy",1996.0,https://www.goodreads.com/book/show/11566.The_Green_Mile,12.754379008033084,6.385194398997726,3.4011973816621555,Horror  Fiction  Fantasy
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.47,344573,242.0,"Nonfiction, Biography, History",1971.0,https://www.goodreads.com/book/show/561909.The_Hiding_Place,12.750064150432621,5.493061443340548,4.007333185232471,Nonfiction  Biography  History
Island of the Blue Dolphins,Scott O'Dell,3.88,343636,194.0,"Fiction, Young Adult, Historical Fiction",1960.0,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,12.747341146647537,5.272999558563747,4.189654742026425,Fiction  Young Adult  Historical Fiction
American Psycho,Bret Easton Ellis,3.81,343586,399.0,"Fiction, Horror, Classics",1991.0,https://www.goodreads.com/book/show/28676.American_Psycho,12.747195633684985,5.991464547107982,3.5553480614894135,Fiction  Horror  Classics
Before I Fall,Lauren Oliver,3.88,343298,470.0,"Young Adult, Contemporary, Fiction",2010.0,https://www.goodreads.com/book/show/6482837-before-i-fall,12.746357066537376,6.154858094016418,2.772588722239781,Young Adult  Contemporary  Fiction
A Wizard of Earthsea,Ursula K. Le Guin,4.01,342744,183.0,"Fantasy, Fiction, Young Adult",1968.0,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,12.744742009426107,5.214935757608986,4.060443010546419,Fantasy  Fiction  Young Adult
Listen for the Lie,Amy Tintera,4.09,342393,352.0,"Mystery, Thriller, Audiobook",2024.0,https://www.goodreads.com/book/show/127279000-listen-for-the-lie,12.743717399731702,5.8664680569332965,0.6931471805599453,Mystery  Thriller  Audiobook
The Great Hunt,Robert Jordan,4.27,341152,705.0,"Fantasy, Fiction, Epic Fantasy",1990.0,https://www.goodreads.com/book/show/233649.The_Great_Hunt,12.740086335990629,6.559615237493242,3.58351893845611,Fantasy  Fiction  Epic Fantasy
A Farewell to Arms,Ernest Hemingway,3.82,340360,293.0,"Fiction, Historical Fiction, Classics",1929.0,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,12.737762098024755,5.683579767338681,4.574710978503383,Fiction  Historical Fiction  Classics
Killing Floor,Lee Child,4.08,339690,474.0,"Thriller, Fiction, Mystery",1997.0,https://www.goodreads.com/book/show/78129.Killing_Floor,12.73579165983244,6.163314804034641,3.367295829986474,Thriller  Fiction  Mystery
"Death Note, Vol. 1: Boredom",Tsugumi Ohba,4.47,338209,195.0,"Manga, Graphic Novels, Comics",2004.0,https://www.goodreads.com/book/show/13615.Death_Note_Vol_1,12.731422283312263,5.278114659230517,3.091042453358316,Manga  Graphic Novels  Comics
Fall of Giants,Ken Follett,4.32,338031,985.0,"Historical Fiction, Fiction, Historical",2010.0,https://www.goodreads.com/book/show/7315573-fall-of-giants,12.730895844540015,6.893656354602635,2.772588722239781,Historical Fiction  Fiction  Historical
The Remains of the Day,Kazuo Ishiguro,4.14,336714,258.0,"Fiction, Historical Fiction, Classics",1989.0,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,12.726992154201392,5.556828061699537,3.6109179126442243,Fiction  Historical Fiction  Classics
The War of the Worlds,H.G. Wells,3.83,335974,192.0,"Science Fiction, Fiction, Classics",1898.0,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,12.724792031415264,5.262690188904886,4.852030263919617,Science Fiction  Fiction  Classics
Beowulf,Unknown,3.49,334853,259.0,"Poetry, Fiction, Fantasy",1000.0,https://www.goodreads.com/book/show/52357.Beowulf,12.721449894914151,5.560681631015528,6.933423025730715,Poetry  Fiction  Fantasy
The Casual Vacancy,J.K. Rowling,3.31,334034,503.0,"Fiction, Contemporary, Mystery",2012.0,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,12.719001056887867,6.222576268071369,2.6390573296152584,Fiction  Contemporary  Mystery
The Things They Carried,Tim O'Brien,4.14,333610,246.0,"Fiction, Historical Fiction, Classics",1990.0,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,12.717730922544215,5.5093883366279774,3.58351893845611,Fiction  Historical Fiction  Classics
