title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
The Book of Negroes,Lawrence Hill,4.47,89649,512.0,"Historical Fiction, Fiction, Book Club",2007.0,https://www.goodreads.com/book/show/23316548-the-book-of-negroes
Down and Out in Paris and London,George Orwell,4.09,95860,213.0,"Nonfiction, Classics, Memoir",1933.0,https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London
Centennial,James A. Michener,4.26,44292,1056.0,"Historical Fiction, Fiction, Westerns",1974.0,https://www.goodreads.com/book/show/133430.Centennial
The Prime of Miss Jean Brodie,Muriel Spark,3.7,58590,150.0,"Fiction, Classics, Historical Fiction",1961.0,https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie
Strange the Dreamer,Laini Taylor,4.28,130505,532.0,"Fantasy, Young Adult, Romance",2017.0,https://www.goodreads.com/book/show/28449207-strange-the-dreamer
"Thinking, Fast and Slow",Daniel Kahneman,4.17,553884,499.0,"Nonfiction, Psychology, Self Help",2011.0,https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow
"AI Doctor: The Rise of Artificial Intelligence in Healthcare - A Guide for Users, Buyers, Builders, and Investors",Ronald M. Razmi,4.27,7378,,"Nonfiction, How To, Education",,https://www.goodreads.com/book/show/204866266-ai-doctor
As You Like It,William Shakespeare,3.81,86759,263.0,"Plays, Fiction, Classics",1599.0,https://www.goodreads.com/book/show/42607.As_You_Like_It
My Year of Rest and Relaxation,Ottessa Moshfegh,3.61,504598,289.0,"Fiction, Contemporary, Literary Fiction",2018.0,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation
Six Crimson Cranes,Elizabeth Lim,4.19,95098,454.0,"Fantasy, Young Adult, Romance",2021.0,https://www.goodreads.com/book/show/53457092-six-crimson-cranes
Need,Carrie Jones,3.72,64175,306.0,"Young Adult, Fantasy, Paranormal",2008.0,https://www.goodreads.com/book/show/4070493-need
All Things Bright and Beautiful,James Herriot,4.35,81726,378.0,"Nonfiction, Animals, Memoir",1976.0,https://www.goodreads.com/book/show/38743.All_Things_Bright_and_Beautiful
The Most Magnificent Thing,Ashley Spires,4.29,8513,32.0,"Picture Books, Childrens, Fiction",2014.0,https://www.goodreads.com/book/show/18383325-the-most-magnificent-thing
Golden Son,Pierce Brown,4.48,370309,466.0,"Science Fiction, Fantasy, Fiction",2015.0,https://www.goodreads.com/book/show/18966819-golden-son
The Wee Free Men,Terry Pratchett,4.29,117223,375.0,"Fantasy, Fiction, Young Adult",2003.0,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men
The Heir,Kiera Cass,3.63,387028,342.0,"Romance, Young Adult, Dystopia",2015.0,https://www.goodreads.com/book/show/22918050-the-heir
Children of Time,Adrian Tchaikovsky,4.3,153800,608.0,"Science Fiction, Fiction, Audiobook",2015.0,https://www.goodreads.com/book/show/25499718-children-of-time
Uprooted,Naomi Novik,4.03,253478,438.0,"Fantasy, Young Adult, Fiction",2015.0,https://www.goodreads.com/book/show/22544764-uprooted
Contact,Carl Sagan,4.15,148871,580.0,"Science Fiction, Fiction, Classics",1985.0,https://www.goodreads.com/book/show/61666.Contact
Warm Bodies,Isaac Marion,3.91,108353,256.0,"Zombies, Romance, Young Adult",2010.0,https://www.goodreads.com/book/show/15842439-warm-bodies
Impulse,Ellen Hopkins,4.26,81382,666.0,"Young Adult, Poetry, Fiction",2007.0,https://www.goodreads.com/book/show/270805.Impulse
Lullaby,Chuck Palahniuk,3.74,102032,260.0,"Fiction, Horror, Contemporary",2002.0,https://www.goodreads.com/book/show/22206.Lullaby
Gabriel's Rapture,Sylvain Reynard,4.2,115349,386.0,"Romance, Contemporary Romance, Contemporary",2012.0,https://www.goodreads.com/book/show/13639050-gabriel-s-rapture
Americanah,Chimamanda Ngozi Adichie,4.32,395945,477.0,"Fiction, Book Club, Africa",2013.0,https://www.goodreads.com/book/show/15796700-americanah
The Invisible Boy,Trudy Ludwig,4.43,7356,32.0,"Picture Books, Childrens, Friendship",2013.0,https://www.goodreads.com/book/show/17140549-the-invisible-boy
The Light Between Oceans,M.L. Stedman,4.04,470553,362.0,"Fiction, Historical Fiction, Book Club",2012.0,https://www.goodreads.com/book/show/13158800-the-light-between-oceans
The Traitor's Emblem,Juan Gómez-Jurado,3.86,4080,317.0,"Historical Fiction, Fiction, Thriller",2008.0,https://www.goodreads.com/book/show/10204213-the-traitor-s-emblem
Silent Spring,Rachel Carson,4.05,52347,378.0,"Nonfiction, Science, Environment",1962.0,https://www.goodreads.com/book/show/27333.Silent_Spring
Unparalleled,D.S. Smith,4.12,4837,287.0,"Fiction, Science Fiction, Contemporary",2018.0,https://www.goodreads.com/book/show/40881903-unparalleled
Twisted Games,Ana Huang,4.09,923842,456.0,"Romance, Contemporary, Contemporary Romance",2021.0,https://www.goodreads.com/book/show/56653002-twisted-games
Love and Other Words,Christina Lauren,4.23,734935,432.0,"Romance, Contemporary, Friends To Lovers",2018.0,https://www.goodreads.com/book/show/36206591-love-and-other-words
Gallant,Victoria E. Schwab,3.71,134365,338.0,"Fantasy, Young Adult, Horror",2022.0,https://www.goodreads.com/book/show/58064046-gallant
Real,Katy Evans,4.12,113967,293.0,"Romance, New Adult, Sports",2013.0,https://www.goodreads.com/book/show/17617277-real
The Echo of Old Books,Barbara Davis,4.27,112015,431.0,"Historical Fiction, Fiction, Romance",2023.0,https://www.goodreads.com/book/show/62060274-the-echo-of-old-books
Radio Silence,Alice Oseman,4.18,123576,496.0,"Contemporary, Young Adult, LGBT",2016.0,https://www.goodreads.com/book/show/25322449-radio-silence
The Casual Vacancy,J.K. Rowling,3.31,334034,503.0,"Fiction, Contemporary, Mystery",2012.0,https://www.goodreads.com/book/show/13497818-the-casual-vacancy
The Sixth Borough,Alan Bradley,4.43,1096,358.0,"Novels, Book Club, Contemporary",,https://www.goodreads.com/book/show/216344092-the-sixth-borough
Last Night at the Telegraph Club,Malinda Lo,4.21,105562,409.0,"Historical Fiction, LGBT, Romance",2021.0,https://www.goodreads.com/book/show/35224992-last-night-at-the-telegraph-club
Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,4.23,7127,256.0,"Business, Artificial Intelligence, Nonfiction",,https://www.goodreads.com/book/show/60623908-power-and-prediction
Kissed by an Angel/The Power of Love/Soulmates,Elizabeth Chandler,4.08,27227,690.0,"Young Adult, Romance, Angels",1995.0,https://www.goodreads.com/book/show/321645.Kissed_by_an_Angel_The_Power_of_Love_Soulmates
Cloudy with a Chance of Meatballs,Judi Barrett,4.18,141166,32.0,"Picture Books, Childrens, Fiction",1978.0,https://www.goodreads.com/book/show/8073.Cloudy_with_a_Chance_of_Meatballs
Burned,Ellen Hopkins,4.25,69756,544.0,"Young Adult, Poetry, Fiction",2006.0,https://www.goodreads.com/book/show/270807.Burned
The Awakening: Fate in Motion,Suzanne Boisvert,4.23,1108,438.0,"Fiction, Contemporary, Novels",,https://www.goodreads.com/book/show/41423092-the-awakening
Daughter of Fortune,Isabel Allende,3.94,136861,432.0,"Historical Fiction, Fiction, Romance",1998.0,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune
Steve Jobs,Walter Isaacson,4.15,1317880,630.0,"Biography, Nonfiction, Business",2011.0,https://www.goodreads.com/book/show/11084145-steve-jobs
The Painted Bird,Jerzy Kosiński,3.91,27643,234.0,"Fiction, Historical Fiction, Classics",1965.0,https://www.goodreads.com/book/show/18452.The_Painted_Bird
Into the Darkest Corner,Elizabeth Haynes,4.07,70929,450.0,"Thriller, Fiction, Mystery",2007.0,https://www.goodreads.com/book/show/15818362-into-the-darkest-corner
The Mayor of Casterbridge,Thomas Hardy,3.86,64632,393.0,"Fiction, Classics, Literature",1886.0,https://www.goodreads.com/book/show/56759.The_Mayor_of_Casterbridge
North and South,John Jakes,4.2,62021,812.0,"Historical Fiction, Fiction, Civil War",1982.0,https://www.goodreads.com/book/show/159178.North_and_South
Kiss the Girls,James Patterson,4.0,348000,481.0,"Mystery, Fiction, Thriller",1995.0,https://www.goodreads.com/book/show/13148.Kiss_the_Girls
A Storm of Swords 2: Blood and Gold,George R.R. Martin,4.55,101828,639.0,"Fantasy, Fiction, Epic Fantasy",2000.0,https://www.goodreads.com/book/show/147915.A_Storm_of_Swords_2
Only the Good Spy Young,Ally Carter,4.29,68779,265.0,"Young Adult, Mystery, Romance",2010.0,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young
The Song of Achilles,Madeline Miller,4.31,1798711,352.0,"Fantasy, Historical Fiction, Romance",2011.0,https://www.goodreads.com/book/show/11250317-the-song-of-achilles
A Curse for True Love,Stephanie Garber,4.15,319640,386.0,"Fantasy, Romance, Young Adult",2023.0,https://www.goodreads.com/book/show/62816044-a-curse-for-true-love
The Third Policeman,Flann O'Brien,3.97,21896,200.0,"Fiction, Ireland, Irish Literature",1967.0,https://www.goodreads.com/book/show/27208.The_Third_Policeman
Found,Erin Kinsley,4.11,25343,384.0,"Mystery, Thriller, Fiction",2019.0,https://www.goodreads.com/book/show/44706515-found
The Consequence of Anna,Kate Birkin,4.14,10985,568.0,"Historical Fiction, Historical, Fiction",2023.0,https://www.goodreads.com/book/show/199280824-the-consequence-of-anna
Royal Assassin,Robin Hobb,4.28,222608,675.0,"Fantasy, Fiction, Epic Fantasy",1996.0,https://www.goodreads.com/book/show/25300956-royal-assassin
The Manufactured Identity,Heath Sommer,3.55,439,308.0,"Psychology, Mystery, Fiction",2009.0,https://www.goodreads.com/book/show/6507691-the-manufactured-identity
Hunt the Stars,Jessie Mihalik,4.02,11092,419.0,"Romance, Science Fiction, Fantasy",2022.0,https://www.goodreads.com/book/show/56754734-hunt-the-stars
Grendel,John Gardner,3.69,41266,174.0,"Fiction, Fantasy, Classics",1971.0,https://www.goodreads.com/book/show/676737.Grendel
The Screaming Staircase,Jonathan Stroud,4.25,71352,440.0,"Fantasy, Young Adult, Mystery",2013.0,https://www.goodreads.com/book/show/13555073-the-screaming-staircase
Entwined with You,Sylvia Day,4.18,217892,356.0,"Romance, Erotica, Contemporary",2013.0,https://www.goodreads.com/book/show/15731779-entwined-with-you
Les Liaisons dangereuses,Pierre Choderlos de Laclos,4.05,56548,402.0,"Classics, Fiction, France",1782.0,https://www.goodreads.com/book/show/49540.Les_Liaisons_dangereuses
"Tomorrow, When the War Began",John Marsden,4.04,59023,276.0,"Young Adult, Fiction, Dystopia",1993.0,https://www.goodreads.com/book/show/71865.Tomorrow_When_the_War_Began
Midwives,Chris Bohjalian,4.0,161758,384.0,"Fiction, Book Club, Contemporary",1997.0,https://www.goodreads.com/book/show/5166.Midwives
Crossed,Ally Condie,3.52,254893,367.0,"Young Adult, Dystopia, Romance",2011.0,https://www.goodreads.com/book/show/15812814-crossed
The Sum of All Fears,Tom Clancy,4.08,65227,914.0,"Fiction, Thriller, Espionage",1991.0,https://www.goodreads.com/book/show/34993.The_Sum_of_All_Fears
American Pastoral,Philip Roth,3.94,85055,432.0,"Fiction, Classics, Literature",1997.0,https://www.goodreads.com/book/show/11650.American_Pastoral
Four: A Divergent Story Collection,Veronica Roth,3.94,246686,285.0,"Young Adult, Dystopia, Fantasy",2014.0,https://www.goodreads.com/book/show/18126198-four
I Am Legend,Richard Matheson,4.05,145151,162.0,"Horror, Science Fiction, Fiction",1954.0,https://www.goodreads.com/book/show/40940649-i-am-legend
Even Cowgirls Get the Blues,Tom Robbins,3.78,56249,366.0,"Fiction, Humor, Novels",1976.0,https://www.goodreads.com/book/show/7572.Even_Cowgirls_Get_the_Blues
"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,4.3,5571,402.0,"History, Nonfiction, World War II",,https://www.goodreads.com/book/show/65149849-diplomats-admirals
The Asset,Saul Herzog,4.29,11783,564.0,"Thriller, Fiction, Espionage",,https://www.goodreads.com/book/show/53499615-the-asset
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.17,182878,240.0,"Fantasy, Fiction, Childrens",1971.0,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH
The Brothers K,David James Duncan,4.39,16513,645.0,"Fiction, Historical Fiction, Baseball",1992.0,https://www.goodreads.com/book/show/19534.The_Brothers_K
The Hidden Oracle,Rick Riordan,4.14,219070,376.0,"Fantasy, Mythology, Young Adult",2016.0,https://www.goodreads.com/book/show/26252859-the-hidden-oracle
The Wrath and the Dawn,Renée Ahdieh,4.05,183306,416.0,"Fantasy, Young Adult, Romance",2015.0,https://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.06,42768,714.0,"History, Nonfiction, Medieval",1978.0,https://www.goodreads.com/book/show/568236.A_Distant_Mirror
The Naturals,Jennifer Lynn Barnes,4.21,261633,308.0,"Mystery, Young Adult, Thriller",2013.0,https://www.goodreads.com/book/show/13597723-the-naturals
"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want",Joe Hart,4.26,7171,272.0,"Self Help, Nonfiction, Business",,https://www.goodreads.com/book/show/61273823-take-command
The Heart Is a Lonely Hunter,Carson McCullers,3.99,115618,359.0,"Fiction, Classics, Book Club",1940.0,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter
The Foxhole Court,Nora Sakavic,4.02,96821,237.0,"Contemporary, LGBT, Young Adult",2013.0,https://www.goodreads.com/book/show/17259690-the-foxhole-court
The Young Elites,Marie Lu,3.86,140755,355.0,"Fantasy, Young Adult, Dystopia",2014.0,https://www.goodreads.com/book/show/20821111-the-young-elites
The Reptile Room,Lemony Snicket,4.02,238160,192.0,"Fiction, Young Adult, Childrens",1999.0,https://www.goodreads.com/book/show/78418.The_Reptile_Room
Vampire Academy Collection,Richelle Mead,4.61,33999,1120.0,"Vampires, Young Adult, Fantasy",2009.0,https://www.goodreads.com/book/show/6339989-vampire-academy-collection
Firefly Lane,Kristin Hannah,4.19,445357,479.0,"Fiction, Book Club, Chick Lit",2008.0,https://www.goodreads.com/book/show/1472878.Firefly_Lane
Dragonflight,Anne McCaffrey,4.08,141270,299.0,"Fantasy, Science Fiction, Dragons",1968.0,https://www.goodreads.com/book/show/61975.Dragonflight
Wallbanger,Alice Clayton,3.98,210792,384.0,"Romance, Contemporary, Contemporary Romance",2012.0,https://www.goodreads.com/book/show/15858248-wallbanger
The Keeper of Happy Endings,Barbara Davis,4.46,118014,415.0,"Historical Fiction, Fiction, Book Club",2021.0,https://www.goodreads.com/book/show/57429914-the-keeper-of-happy-endings
If He Had Been With Me,Laura Nowlin,3.79,513313,336.0,"Romance, Young Adult, Fiction",2013.0,https://www.goodreads.com/book/show/15835031-if-he-had-been-with-me
The Magicians' Guild,Trudi Canavan,3.95,88469,467.0,"Fantasy, Magic, Young Adult",2001.0,https://www.goodreads.com/book/show/28249.The_Magicians_Guild
Shadow of Night,Deborah Harkness,4.08,261704,584.0,"Fantasy, Romance, Fiction",2012.0,https://www.goodreads.com/book/show/11559200-shadow-of-night
Gathering Blue,Lois Lowry,3.82,202802,240.0,"Young Adult, Dystopia, Fiction",2000.0,https://www.goodreads.com/book/show/12936.Gathering_Blue
The Crystal Cave,Mary Stewart,4.13,47596,494.0,"Fantasy, Fiction, Historical Fiction",1970.0,https://www.goodreads.com/book/show/82192.The_Crystal_Cave
The Beach,Alex Garland,3.98,93290,436.0,"Fiction, Travel, Thriller",1996.0,https://www.goodreads.com/book/show/607639.The_Beach
Complicate Me,M. Robinson,4.01,10867,354.0,"Romance, Friends To Lovers, New Adult",2015.0,https://www.goodreads.com/book/show/25701594-complicate-me
Compulsory,Martha Wells,4.32,10978,8.0,"Science Fiction, Short Stories, Fiction",2018.0,https://www.goodreads.com/book/show/195264190-compulsory
The Pandarus File,Kyle Keyes,4.31,6608,347.0,"Fiction, Mystery, Thriller",2010.0,https://www.goodreads.com/book/show/13328554-the-pandarus-file
The Power and the Glory,Graham Greene,3.98,41972,222.0,"Fiction, Classics, Historical Fiction",1940.0,https://www.goodreads.com/book/show/3690.The_Power_and_the_Glory
Off the Grid,C.J. Box,4.3,22672,371.0,"Mystery, Fiction, Thriller",2016.0,https://www.goodreads.com/book/show/25690957-off-the-grid
Twisted Love,Ana Huang,3.72,1395095,360.0,"Romance, Dark Romance, Contemporary",2021.0,https://www.goodreads.com/book/show/55817097-twisted-love
The Going To Bed Book,Sandra Boynton,4.24,30119,16.0,"Picture Books, Childrens, Fiction",1982.0,https://www.goodreads.com/book/show/53580.The_Going_To_Bed_Book
The Eight,Katherine Neville,3.93,44962,598.0,"Fiction, Mystery, Historical Fiction",1988.0,https://www.goodreads.com/book/show/113310.The_Eight
Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,Claudia Clark,4.28,5923,336.0,"Politics, History, Nonfiction",,https://www.goodreads.com/book/show/58480569-dear-barack
A Suitable Boy,Vikram Seth,4.12,49248,1474.0,"Fiction, India, Historical Fiction",1993.0,https://www.goodreads.com/book/show/50365.A_Suitable_Boy
"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,4.03,45036,668.0,"Fiction, Historical Fiction, Book Club",1999.0,https://www.goodreads.com/book/show/7742.Ahab_s_Wife_or_The_Star_Gazer
Magic Bleeds,Ilona Andrews,4.43,87810,349.0,"Urban Fantasy, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/6479550-magic-bleeds
Honor and Polygamy,Omar Farhad,4.27,166,132.0,"Fiction, Politics, Polygamy",2014.0,https://www.goodreads.com/book/show/22242097-honor-and-polygamy
Demon Copperhead,Barbara Kingsolver,4.48,657247,560.0,"Fiction, Book Club, Historical Fiction",2022.0,https://www.goodreads.com/book/show/60194162-demon-copperhead
The Cheat Code,Misba,4.74,4082,465.0,"Fantasy, Science Fiction, Science Fiction Fantasy",,https://www.goodreads.com/book/show/59784480-the-cheat-code
The High Lord,Trudi Canavan,4.14,62283,644.0,"Fantasy, Magic, Young Adult",2002.0,https://www.goodreads.com/book/show/28251.The_High_Lord
Destroy Me,Tahereh Mafi,3.96,322773,111.0,"Fantasy, Dystopia, Young Adult",2012.0,https://www.goodreads.com/book/show/13623150-destroy-me
Daughter of the Moon Goddess,Sue Lynn Tan,4.08,114169,503.0,"Romance, Mythology, Young Adult",2022.0,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess
A Fire Upon the Deep,Vernor Vinge,4.14,64689,613.0,"Science Fiction, Fiction, Space Opera",1992.0,https://www.goodreads.com/book/show/77711.A_Fire_Upon_the_Deep
Antarctica Station,A.G. Riddle,3.99,12177,392.0,"Science Fiction, Fiction, Book Club",,https://www.goodreads.com/book/show/204297662-antarctica-station
Women,Charles Bukowski,3.8,83348,291.0,"Fiction, Novels, Poetry",1978.0,https://www.goodreads.com/book/show/38500.Women
Angels' Blood,Nalini Singh,4.07,96092,339.0,"Romance, Fantasy, Paranormal",2009.0,https://www.goodreads.com/book/show/3819326-angels-blood
The Orphanage by the Lake,Daniel G. Miller,3.94,34356,300.0,"Thriller, Mystery, Mystery Thriller",2024.0,https://www.goodreads.com/book/show/202173601-the-orphanage-by-the-lake
My Big Fat Zombie Goldfish,Mo O'Hara,3.89,2683,191.0,"Childrens, Fiction, Humor",2013.0,https://www.goodreads.com/book/show/17405203-my-big-fat-zombie-goldfish
"Eragon, Eldest & Brisingr",Christopher Paolini,4.27,36756,1952.0,"Fantasy, Young Adult, Fiction",2008.0,https://www.goodreads.com/book/show/2479827.Eragon_Eldest_Brisingr
The Worst Ship in the Fleet,Skyler Ramirez,4.04,4850,146.0,"Science Fiction, Fiction, Space Opera",2023.0,https://www.goodreads.com/book/show/197986472-the-worst-ship-in-the-fleet
A Wind in the Door,Madeleine L'Engle,3.99,130275,236.0,"Fantasy, Young Adult, Fiction",1973.0,https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door
The Lady of the Tower,Elizabeth St. John,4.19,1882,395.0,"Historical Fiction, Historical, 17th Century",2016.0,https://www.goodreads.com/book/show/48499436-the-lady-of-the-tower
The Painter's Apprentice,Laura Morelli,4.03,1063,408.0,"Historical Fiction, Italy, Art",2017.0,https://www.goodreads.com/book/show/36195241-the-painter-s-apprentice
Christine,Stephen King,3.85,255711,411.0,"Horror, Fiction, Thriller",1983.0,https://www.goodreads.com/book/show/10629.Christine
"Night World, No. 3",L.J. Smith,4.2,66354,732.0,"Young Adult, Fantasy, Vampires",2009.0,https://www.goodreads.com/book/show/3575676-night-world-no-3
People We Meet on Vacation,Emily Henry,3.85,1422414,400.0,"Fiction, Contemporary, Friends To Lovers",2021.0,https://www.goodreads.com/book/show/54985743-people-we-meet-on-vacation
Marry Christmas,Linda Phillips,4.36,1106,263.0,,,https://www.goodreads.com/book/show/89147256-marry-christmas
Die for Me,Amy Plum,3.98,55837,341.0,"Young Adult, Fantasy, Paranormal",2011.0,https://www.goodreads.com/book/show/9462812-die-for-me
Postmortem,Patricia Daniels Cornwell,4.03,250950,342.0,"Mystery, Crime, Fiction",1990.0,https://www.goodreads.com/book/show/6534.Postmortem
Beyond Good and Evil,Friedrich Nietzsche,4.03,107034,240.0,"Philosophy, Nonfiction, Classics",1886.0,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil
The Kill Order,James Dashner,3.71,250098,327.0,"Dystopia, Young Adult, Science Fiction",2012.0,https://www.goodreads.com/book/show/13089710-the-kill-order
Adhaata Asao's Liege,Afroz Alam,4.58,185,174.0,"Fantasy, Fiction",,https://www.goodreads.com/book/show/51476294-adhaata-asao-s-liege
The Alaska Job,Vince Milam,4.5,1847,316.0,Thriller,,https://www.goodreads.com/book/show/169369654-the-alaska-job
Lost Identity,Karl Braungart,4.28,5980,258.0,"Fiction, Mystery, Thriller",,https://www.goodreads.com/book/show/59245765-lost-identity
My Dark Vanessa,Kate Elizabeth Russell,4.1,388649,373.0,"Fiction, Contemporary, Literary Fiction",2020.0,https://www.goodreads.com/book/show/44890081-my-dark-vanessa
Code Name Verity,Elizabeth Wein,4.0,124658,452.0,"Historical Fiction, Young Adult, Fiction",2012.0,https://www.goodreads.com/book/show/11925514-code-name-verity
Flowers for Algernon,Daniel Keyes,4.23,749163,311.0,"Fiction, Classics, Science Fiction",1966.0,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon
Lirael,Garth Nix,4.29,122148,464.0,"Fantasy, Young Adult, Fiction",2001.0,https://www.goodreads.com/book/show/47624.Lirael
King of Scars,Leigh Bardugo,4.15,222295,511.0,"Young Adult, Fiction, Young Adult Fantasy",2019.0,https://www.goodreads.com/book/show/36307634-king-of-scars
Yertle the Turtle and Other Stories,Dr. Seuss,4.15,35729,80.0,"Childrens, Picture Books, Fiction",1958.0,https://www.goodreads.com/book/show/420404.Yertle_the_Turtle_and_Other_Stories
The Bear and the Nightingale,Katherine Arden,4.09,221414,319.0,"Fantasy, Historical Fiction, Fiction",2017.0,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale
Thunderhead,Neal Shusterman,4.39,214404,504.0,"Young Adult, Fantasy, Dystopia",2018.0,https://www.goodreads.com/book/show/33555224-thunderhead
Lola and the Boy Next Door,Stephanie Perkins,3.9,166001,338.0,"Young Adult, Romance, Contemporary",2011.0,https://www.goodreads.com/book/show/9961796-lola-and-the-boy-next-door
The Alexandria Quartet,Lawrence Durrell,4.18,12121,884.0,"Fiction, Classics, Historical Fiction",1960.0,https://www.goodreads.com/book/show/13033.The_Alexandria_Quartet
Quantum Roots,Kyle Keyes,4.27,3188,262.0,"Fiction, Science Fiction, Contemporary",2012.0,https://www.goodreads.com/book/show/18334354-quantum-roots
The Unquiet Bones,Loreth Anne White,4.18,23169,351.0,"Thriller, Mystery, Mystery Thriller",2024.0,https://www.goodreads.com/book/show/151984427-the-unquiet-bones
Masquerade,Melissa de la Cruz,3.91,91988,307.0,"Young Adult, Vampires, Fantasy",2007.0,https://www.goodreads.com/book/show/106085.Masquerade
The Demon King,Cinda Williams Chima,4.16,79610,506.0,"Fantasy, Young Adult, Magic",2009.0,https://www.goodreads.com/book/show/6342491-the-demon-king
Fang,James Patterson,4.05,63216,309.0,"Young Adult, Fantasy, Science Fiction",2010.0,https://www.goodreads.com/book/show/6431790-fang
Not What She Seems,Yasmin Angoe,3.75,17303,390.0,"Mystery, Thriller, Mystery Thriller",2024.0,https://www.goodreads.com/book/show/203688844-not-what-she-seems
Gabriel's Ghost,Linnea Sinclair,3.74,4468,447.0,"Romance, Science Fiction, Fiction",2002.0,https://www.goodreads.com/book/show/352726.Gabriel_s_Ghost
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,4.24,14679,437.0,"Nonfiction, Biography, Memoir",1995.0,https://www.goodreads.com/book/show/822989.My_Story
Credence,Penelope Douglas,3.68,507679,470.0,"Romance, Dark Romance, Smut",2020.0,https://www.goodreads.com/book/show/49084724-credence
Bully,Penelope Douglas,3.85,219961,333.0,"Romance, New Adult, Enemies To Lovers",2013.0,https://www.goodreads.com/book/show/20803953-bully
The Silence of the Girls,Pat Barker,3.9,103974,325.0,"Historical Fiction, Mythology, Fiction",2018.0,https://www.goodreads.com/book/show/37969723-the-silence-of-the-girls
Doctor Sleep,Stephen King,4.13,282804,531.0,"Horror, Fiction, Thriller",2013.0,https://www.goodreads.com/book/show/16130549-doctor-sleep
The Invisible Man,H.G. Wells,3.63,208433,192.0,"Science Fiction, Fiction, Horror",1897.0,https://www.goodreads.com/book/show/17184.The_Invisible_Man
The Raven and the Nine,Peter Gibbons,4.49,1580,344.0,"Historical Fiction, Historical, War",,https://www.goodreads.com/book/show/131581599-the-raven-and-the-nine
Parable of the Sower,Octavia E. Butler,4.21,223329,345.0,"Fiction, Science Fiction, Dystopia",1993.0,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower
Rule of Wolves,Leigh Bardugo,4.35,167712,592.0,"Fantasy, Young Adult, Fiction",2021.0,https://www.goodreads.com/book/show/36307674-rule-of-wolves
The Sunne in Splendour,Sharon Kay Penman,4.4,22379,936.0,"Historical Fiction, Fiction, Historical",1982.0,https://www.goodreads.com/book/show/119829.The_Sunne_in_Splendour
Lover Unleashed,J.R. Ward,4.28,95964,512.0,"Paranormal, Paranormal Romance, Romance",2011.0,https://www.goodreads.com/book/show/8492319-lover-unleashed
The DUFF: Designated Ugly Fat Friend,Kody Keplinger,3.79,195116,280.0,"Young Adult, Romance, Contemporary",2010.0,https://www.goodreads.com/book/show/6931356-the-duff
When You Reach Me,Rebecca Stead,4.08,114438,199.0,"Young Adult, Middle Grade, Fiction",2009.0,https://www.goodreads.com/book/show/5310515-when-you-reach-me
Dark Island,Daniel Aubrey,4.12,1100,320.0,"Mystery, Crime, Thriller",,https://www.goodreads.com/book/show/200851668-dark-island
Doomsday Book,Connie Willis,4.03,62841,578.0,"Science Fiction, Time Travel, Historical Fiction",1992.0,https://www.goodreads.com/book/show/24983.Doomsday_Book
Never,Ken Follett,4.09,67820,802.0,"Fiction, Thriller, Historical Fiction",2021.0,https://www.goodreads.com/book/show/57747930-never
Sons and Lovers,D.H. Lawrence,3.64,54800,654.0,"Classics, Fiction, Literature",1913.0,https://www.goodreads.com/book/show/32071.Sons_and_Lovers
Steel Blood,Gabriel F.W. Koch,4.35,2357,308.0,"Book Club, Drama, Contemporary",,https://www.goodreads.com/book/show/215598873-steel-blood
After,Anna Todd,3.72,360380,582.0,"Romance, New Adult, Contemporary",2014.0,https://www.goodreads.com/book/show/22557520-after
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.98,285404,336.0,"Christian, Nonfiction, Religion",2002.0,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life
